1,"KABUPATEN ACEH SELATAN",
1,"KABUPATEN ACEH TENGGARA",
1,"KABUPATEN ACEH TIMUR",
1,"KABUPATEN ACEH TENGAH",
1,"KABUPATEN ACEH BARAT",
1,"KABUPATEN ACEH BESAR",
1,"KABUPATEN PIDIE",
1,"KABUPATEN ACEH UTARA",
1,"KABUPATEN SIMEULUE",
1,"KABUPATEN ACEH SINGKIL",
1,"KABUPATEN BIREUEN",
1,"KABUPATEN ACEH BARAT DAYA",
1,"KABUPATEN GAYO LUES",
1,"KABUPATEN ACEH JAYA",
1,"KABUPATEN NAGAN RAYA",
1,"KABUPATEN ACEH TAMIANG",
1,"KABUPATEN BENER MERIAH",
1,"KABUPATEN PIDIE JAYA",
1,"KOTA BANDA ACEH",
1,"KOTA SABANG",
1,"KOTA LHOKSEUMAWE",
1,"KOTA LANGSA",
1,"KOTA SUBULUSSALAM",
2,"KABUPATEN TAPANULI TENGAH",
2,"KABUPATEN TAPANULI UTARA",
2,"KABUPATEN TAPANULI SELATAN",
2,"KABUPATEN NIAS",
2,"KABUPATEN LANGKAT",
2,"KABUPATEN KARO",
2,"KABUPATEN DELI SERDANG",
2,"KABUPATEN SIMALUNGUN",
2,"KABUPATEN ASAHAN",
2,"KABUPATEN LABUHANBATU",
2,"KABUPATEN DAIRI",
2,"KABUPATEN TOBA SAMOSIR",
2,"KABUPATEN MANDAILING NATAL",
2,"KABUPATEN NIAS SELATAN",
2,"KABUPATEN PAKPAK BHARAT",
2,"KABUPATEN HUMBANG HASUNDUTAN",
2,"KABUPATEN SAMOSIR",
2,"KABUPATEN SERDANG BEDAGAI",
2,"KABUPATEN BATU BARA",
2,"KABUPATEN PADANG LAWAS UTARA",
2,"KABUPATEN PADANG LAWAS",
2,"KABUPATEN LABUHANBATU SELATAN",
2,"KABUPATEN LABUHANBATU UTARA",
2,"KABUPATEN NIAS UTARA",
2,"KABUPATEN NIAS BARAT",
2,"KOTA MEDAN",
2,"KOTA PEMATANGSIANTAR",
2,"KOTA SIBOLGA",
2,"KOTA TANJUNG BALAI",
2,"KOTA BINJAI",
2,"KOTA TEBING TINGGI",
2,"KOTA PADANGSIDIMPUAN",
2,"KOTA GUNUNGSITOLI",
3,"KABUPATEN PESISIR SELATAN",
3,"KABUPATEN SOLOK",
3,"KABUPATEN SIJUNJUNG",
3,"KABUPATEN TANAH DATAR",
3,"KABUPATEN PADANG PARIAMAN",
3,"KABUPATEN AGAM",
3,"KABUPATEN LIMA PULUH KOTA",
3,"KABUPATEN PASAMAN",
3,"KABUPATEN KEPULAUAN MENTAWAI",
3,"KABUPATEN DHARMASRAYA",
3,"KABUPATEN SOLOK SELATAN",
3,"KABUPATEN PASAMAN BARAT",
3,"KOTA PADANG",
3,"KOTA SOLOK",
3,"KOTA SAWAHLUNTO",
3,"KOTA PADANG PANJANG",
3,"KOTA BUKITTINGGI",
3,"KOTA PAYAKUMBUH",
3,"KOTA PARIAMAN",
4,"KABUPATEN KAMPAR",
4,"KABUPATEN INDRAGIRI HULU",
4,"KABUPATEN BENGKALIS",
4,"KABUPATEN INDRAGIRI HILIR",
4,"KABUPATEN PELALAWAN",
4,"KABUPATEN ROKAN HULU",
4,"KABUPATEN ROKAN HILIR",
4,"KABUPATEN SIAK",
4,"KABUPATEN KUANTAN SINGINGI",
4,"KABUPATEN KEPULAUAN MERANTI",
4,"KOTA PEKANBARU",
4,"KOTA DUMAI",
5,"KABUPATEN KERINCI",
5,"KABUPATEN MERANGIN",
5,"KABUPATEN SAROLANGUN",
5,"KABUPATEN BATANGHARI",
5,"KABUPATEN MUARO JAMBI",
5,"KABUPATEN TANJUNG JABUNG BARAT",
5,"KABUPATEN TANJUNG JABUNG TIMUR",
5,"KABUPATEN BUNGO",
5,"KABUPATEN TEBO",
5,"KOTA JAMBI",
5,"KOTA SUNGAI PENUH",
6,"KABUPATEN OGAN KOMERING ULU",
6,"KABUPATEN OGAN KOMERING ILIR",
6,"KABUPATEN MUARA ENIM",
6,"KABUPATEN LAHAT",
6,"KABUPATEN MUSI RAWAS",
6,"KABUPATEN MUSI BANYUASIN",
6,"KABUPATEN BANYUASIN",
6,"KABUPATEN OGAN KOMERING ULU TIMUR",
6,"KABUPATEN OGAN KOMERING ULU SELATAN",
6,"KABUPATEN OGAN ILIR",
6,"KABUPATEN EMPAT LAWANG",
6,"KABUPATEN PENUKAL ABAB LEMATANG ILIR",
6,"KABUPATEN MUSI RAWAS UTARA",
6,"KOTA PALEMBANG",
6,"KOTA PAGAR ALAM",
6,"KOTA LUBUK LINGGAU",
6,"KOTA PRABUMULIH",
7,"KABUPATEN BENGKULU SELATAN",
7,"KABUPATEN REJANG LEBONG",
7,"KABUPATEN BENGKULU UTARA",
7,"KABUPATEN KAUR",
7,"KABUPATEN SELUMA",
7,"KABUPATEN MUKO MUKO",
7,"KABUPATEN LEBONG",
7,"KABUPATEN KEPAHIANG",
7,"KABUPATEN BENGKULU TENGAH",
7,"KOTA BENGKULU",
8,"KABUPATEN LAMPUNG SELATAN",
8,"KABUPATEN LAMPUNG TENGAH",
8,"KABUPATEN LAMPUNG UTARA",
8,"KABUPATEN LAMPUNG BARAT",
8,"KABUPATEN TULANG BAWANG",
8,"KABUPATEN TANGGAMUS",
8,"KABUPATEN LAMPUNG TIMUR",
8,"KABUPATEN WAY KANAN",
8,"KABUPATEN PESAWARAN",
8,"KABUPATEN PRINGSEWU",
8,"KABUPATEN MESUJI",
8,"KABUPATEN TULANG BAWANG BARAT",
8,"KABUPATEN PESISIR BARAT",
8,"KOTA BANDAR LAMPUNG",
8,"KOTA METRO",
9,"KABUPATEN BANGKA",
9,"KABUPATEN BELITUNG",
9,"KABUPATEN BANGKA SELATAN",
9,"KABUPATEN BANGKA TENGAH",
9,"KABUPATEN BANGKA BARAT",
9,"KABUPATEN BELITUNG TIMUR",
9,"KOTA PANGKAL PINANG",
11,"KABUPATEN BINTAN",
11,"KABUPATEN KARIMUN",
11,"KABUPATEN NATUNA",
11,"KABUPATEN LINGGA",
11,"KABUPATEN KEPULAUAN ANAMBAS",
11,"KOTA BATAM",
11,"KOTA TANJUNG PINANG",
21,"KABUPATEN ADM. KEP. SERIBU",
21,"KOTA ADM. JAKARTA PUSAT",
21,"KOTA ADM. JAKARTA UTARA",
21,"KOTA ADM. JAKARTA BARAT",
21,"KOTA ADM. JAKARTA SELATAN",
21,"KOTA ADM. JAKARTA TIMUR",
22,"KABUPATEN BOGOR",
22,"KABUPATEN SUKABUMI",
22,"KABUPATEN CIANJUR",
22,"KABUPATEN BANDUNG",
22,"KABUPATEN GARUT",
22,"KABUPATEN TASIKMALAYA",
22,"KABUPATEN CIAMIS",
22,"KABUPATEN KUNINGAN",
22,"KABUPATEN CIREBON",
22,"KABUPATEN MAJALENGKA",
22,"KABUPATEN SUMEDANG",
22,"KABUPATEN INDRAMAYU",
22,"KABUPATEN SUBANG",
22,"KABUPATEN PURWAKARTA",
22,"KABUPATEN KARAWANG",
22,"KABUPATEN BEKASI",
22,"KABUPATEN BANDUNG BARAT",
22,"KABUPATEN PANGANDARAN",
22,"KOTA BOGOR",
22,"KOTA SUKABUMI",
22,"KOTA BANDUNG",
22,"KOTA CIREBON",
22,"KOTA BEKASI",
22,"KOTA DEPOK",
22,"KOTA CIMAHI",
22,"KOTA TASIKMALAYA",
22,"KOTA BANJAR",
23,"KABUPATEN CILACAP",
23,"KABUPATEN BANYUMAS",
23,"KABUPATEN PURBALINGGA",
23,"KABUPATEN BANJARNEGARA",
23,"KABUPATEN KEBUMEN",
23,"KABUPATEN PURWOREJO",
23,"KABUPATEN WONOSOBO",
23,"KABUPATEN MAGELANG",
23,"KABUPATEN BOYOLALI",
23,"KABUPATEN KLATEN",
23,"KABUPATEN SUKOHARJO",
23,"KABUPATEN WONOGIRI",
23,"KABUPATEN KARANGANYAR",
23,"KABUPATEN SRAGEN",
23,"KABUPATEN GROBOGAN",
23,"KABUPATEN BLORA",
23,"KABUPATEN REMBANG",
23,"KABUPATEN PATI",
23,"KABUPATEN KUDUS",
23,"KABUPATEN JEPARA",
23,"KABUPATEN DEMAK",
23,"KABUPATEN SEMARANG",
23,"KABUPATEN TEMANGGUNG",
23,"KABUPATEN KENDAL",
23,"KABUPATEN BATANG",
23,"KABUPATEN PEKALONGAN",
23,"KABUPATEN PEMALANG",
23,"KABUPATEN TEGAL",
23,"KABUPATEN BREBES",
23,"KOTA MAGELANG",
23,"KOTA SURAKARTA",
23,"KOTA SALATIGA",
23,"KOTA SEMARANG",
23,"KOTA PEKALONGAN",
23,"KOTA TEGAL",
24,"KABUPATEN KULON PROGO",
24,"KABUPATEN BANTUL",
24,"KABUPATEN GUNUNGKIDUL",
24,"KABUPATEN SLEMAN",
24,"KOTA YOGYAKARTA",
25,"KABUPATEN PACITAN",
25,"KABUPATEN PONOROGO",
25,"KABUPATEN TRENGGALEK",
25,"KABUPATEN TULUNGAGUNG",
25,"KABUPATEN BLITAR",
25,"KABUPATEN KEDIRI",
25,"KABUPATEN MALANG",
25,"KABUPATEN LUMAJANG",
25,"KABUPATEN JEMBER",
25,"KABUPATEN BANYUWANGI",
25,"KABUPATEN BONDOWOSO",
25,"KABUPATEN SITUBONDO",
25,"KABUPATEN PROBOLINGGO",
25,"KABUPATEN PASURUAN",
25,"KABUPATEN SIDOARJO",
25,"KABUPATEN MOJOKERTO",
25,"KABUPATEN JOMBANG",
25,"KABUPATEN NGANJUK",
25,"KABUPATEN MADIUN",
25,"KABUPATEN MAGETAN",
25,"KABUPATEN NGAWI",
25,"KABUPATEN BOJONEGORO",
25,"KABUPATEN TUBAN",
25,"KABUPATEN LAMONGAN",
25,"KABUPATEN GRESIK",
25,"KABUPATEN BANGKALAN",
25,"KABUPATEN SAMPANG",
25,"KABUPATEN PAMEKASAN",
25,"KABUPATEN SUMENEP",
25,"KOTA KEDIRI",
25,"KOTA BLITAR",
25,"KOTA MALANG",
25,"KOTA PROBOLINGGO",
25,"KOTA PASURUAN",
25,"KOTA MOJOKERTO",
25,"KOTA MADIUN",
25,"KOTA SURABAYA",
25,"KOTA BATU",
26,"KABUPATEN PANDEGLANG",
26,"KABUPATEN LEBAK",
26,"KABUPATEN TANGERANG",
26,"KABUPATEN SERANG",
26,"KOTA TANGERANG",
26,"KOTA CILEGON",
26,"KOTA SERANG",
26,"KOTA TANGERANG SELATAN",
41,"KABUPATEN JEMBRANA",
41,"KABUPATEN TABANAN",
41,"KABUPATEN BADUNG",
41,"KABUPATEN GIANYAR",
41,"KABUPATEN KLUNGKUNG",
41,"KABUPATEN BANGLI",
41,"KABUPATEN KARANGASEM",
41,"KABUPATEN BULELENG",
41,"KOTA DENPASAR",
42,"KABUPATEN LOMBOK BARAT",
42,"KABUPATEN LOMBOK TENGAH",
42,"KABUPATEN LOMBOK TIMUR",
42,"KABUPATEN SUMBAWA",
42,"KABUPATEN DOMPU",
42,"KABUPATEN BIMA",
42,"KABUPATEN SUMBAWA BARAT",
42,"KABUPATEN LOMBOK UTARA",
42,"KOTA MATARAM",
42,"KOTA BIMA",
43,"KABUPATEN KUPANG",
43,"KAB TIMOR TENGAH SELATAN",
43,"KABUPATEN TIMOR TENGAH UTARA",
43,"KABUPATEN BELU",
43,"KABUPATEN ALOR",
43,"KABUPATEN FLORES TIMUR",
43,"KABUPATEN SIKKA",
43,"KABUPATEN ENDE",
43,"KABUPATEN NGADA",
43,"KABUPATEN MANGGARAI",
43,"KABUPATEN SUMBA TIMUR",
43,"KABUPATEN SUMBA BARAT",
43,"KABUPATEN LEMBATA",
43,"KABUPATEN ROTE NDAO",
43,"KABUPATEN MANGGARAI BARAT",
43,"KABUPATEN NAGEKEO",
43,"KABUPATEN SUMBA TENGAH",
43,"KABUPATEN SUMBA BARAT DAYA",
43,"KABUPATEN MANGGARAI TIMUR",
43,"KABUPATEN SABU RAIJUA",
43,"KABUPATEN MALAKA",
43,"KOTA KUPANG",
51,"KABUPATEN SAMBAS",
51,"KABUPATEN MEMPAWAH",
51,"KABUPATEN SANGGAU",
51,"KABUPATEN KETAPANG",
51,"KABUPATEN SINTANG",
51,"KABUPATEN KAPUAS HULU",
51,"KABUPATEN BENGKAYANG",
51,"KABUPATEN LANDAK",
51,"KABUPATEN SEKADAU",
51,"KABUPATEN MELAWI",
51,"KABUPATEN KAYONG UTARA",
51,"KABUPATEN KUBU RAYA",
51,"KOTA PONTIANAK",
51,"KOTA SINGKAWANG",
52,"KABUPATEN KOTAWARINGIN BARAT",
52,"KABUPATEN KOTAWARINGIN TIMUR",
52,"KABUPATEN KAPUAS",
52,"KABUPATEN BARITO SELATAN",
52,"KABUPATEN BARITO UTARA",
52,"KABUPATEN KATINGAN",
52,"KABUPATEN SERUYAN",
52,"KABUPATEN SUKAMARA",
52,"KABUPATEN LAMANDAU",
52,"KABUPATEN GUNUNG MAS",
52,"KABUPATEN PULANG PISAU",
52,"KABUPATEN MURUNG RAYA",
52,"KABUPATEN BARITO TIMUR",
52,"KOTA PALANGKARAYA",
53,"KABUPATEN TANAH LAUT",
53,"KABUPATEN KOTABARU",
53,"KABUPATEN BANJAR",
53,"KABUPATEN BARITO KUALA",
53,"KABUPATEN TAPIN",
53,"KABUPATEN HULU SUNGAI SELATAN",
53,"KABUPATEN HULU SUNGAI TENGAH",
53,"KABUPATEN HULU SUNGAI UTARA",
53,"KABUPATEN TABALONG",
53,"KABUPATEN TANAH BUMBU",
53,"KABUPATEN BALANGAN",
53,"KOTA BANJARMASIN",
53,"KOTA BANJARBARU",
54,"KABUPATEN PASER",
54,"KABUPATEN KUTAI KARTANEGARA",
54,"KABUPATEN BERAU",
54,"KABUPATEN KUTAI BARAT",
54,"KABUPATEN KUTAI TIMUR",
54,"KABUPATEN PENAJAM PASER UTARA",
54,"KABUPATEN MAHAKAM ULU",
54,"KOTA BALIKPAPAN",
54,"KOTA SAMARINDA",
54,"KOTA BONTANG",
55,"KABUPATEN BULUNGAN",
55,"KABUPATEN MALINAU",
55,"KABUPATEN NUNUKAN",
55,"KABUPATEN TANA TIDUNG",
55,"KOTA TARAKAN",
61,"KABUPATEN BOLAANG MONGONDOW",
61,"KABUPATEN MINAHASA",
61,"KABUPATEN KEPULAUAN SANGIHE",
61,"KABUPATEN KEPULAUAN TALAUD",
61,"KABUPATEN MINAHASA SELATAN",
61,"KABUPATEN MINAHASA UTARA",
61,"KABUPATEN MINAHASA TENGGARA",
61,"KABUPATEN BOLAANG MONGONDOW UTARA",
61,"KABUPATEN KEP. SIAU TAGULANDANG BIARO",
61,"KABUPATEN BOLAANG MONGONDOW TIMUR",
61,"KABUPATEN BOLAANG MONGONDOW SELATAN",
61,"KOTA MANADO",
61,"KOTA BITUNG",
61,"KOTA TOMOHON",
61,"KOTA KOTAMOBAGU",
62,"KABUPATEN BANGGAI",
62,"KABUPATEN POSO",
62,"KABUPATEN DONGGALA",
62,"KABUPATEN TOLI TOLI",
62,"KABUPATEN BUOL",
62,"KABUPATEN MOROWALI",
62,"KABUPATEN BANGGAI KEPULAUAN",
62,"KABUPATEN PARIGI MOUTONG",
62,"KABUPATEN TOJO UNA UNA",
62,"KABUPATEN SIGI",
62,"KABUPATEN BANGGAI LAUT",
62,"KABUPATEN MOROWALI UTARA",
62,"KOTA PALU",
63,"KABUPATEN KEPULAUAN SELAYAR",
63,"KABUPATEN BULUKUMBA",
63,"KABUPATEN BANTAENG",
63,"KABUPATEN JENEPONTO",
63,"KABUPATEN TAKALAR",
63,"KABUPATEN GOWA",
63,"KABUPATEN SINJAI",
63,"KABUPATEN BONE",
63,"KABUPATEN MAROS",
63,"KABUPATEN PANGKAJENE KEPULAUAN",
63,"KABUPATEN BARRU",
63,"KABUPATEN SOPPENG",
63,"KABUPATEN WAJO",
63,"KABUPATEN SIDENRENG RAPPANG",
63,"KABUPATEN PINRANG",
63,"KABUPATEN ENREKANG",
63,"KABUPATEN LUWU",
63,"KABUPATEN TANA TORAJA",
63,"KABUPATEN LUWU UTARA",
63,"KABUPATEN LUWU TIMUR",
63,"KABUPATEN TORAJA UTARA",
63,"KOTA MAKASSAR",
63,"KOTA PARE PARE",
63,"KOTA PALOPO",
64,"KABUPATEN KOLAKA",
64,"KABUPATEN KONAWE",
64,"KABUPATEN MUNA",
64,"KABUPATEN BUTON",
64,"KABUPATEN KONAWE SELATAN",
64,"KABUPATEN BOMBANA",
64,"KABUPATEN WAKATOBI",
64,"KABUPATEN KOLAKA UTARA",
64,"KABUPATEN KONAWE UTARA",
64,"KABUPATEN BUTON UTARA",
64,"KABUPATEN KOLAKA TIMUR",
64,"KABUPATEN KONAWE KEPULAUAN",
64,"KABUPATEN MUNA BARAT",
64,"KABUPATEN BUTON TENGAH",
64,"KABUPATEN BUTON SELATAN",
64,"KOTA KENDARI",
64,"KOTA BAU BAU",
65,"KABUPATEN GORONTALO",
65,"KABUPATEN BOALEMO",
65,"KABUPATEN BONE BOLANGO",
65,"KABUPATEN PAHUWATO",
65,"KABUPATEN GORONTALO UTARA",
65,"KOTA GORONTALO",
66,"KABUPATEN PASANGKAYU",
66,"KABUPATEN MAMUJU",
66,"KABUPATEN MAMASA",
66,"KABUPATEN POLEWALI MANDAR",
66,"KABUPATEN MAJENE",
66,"KABUPATEN MAMUJU TENGAH",
71,"KABUPATEN MALUKU TENGAH",
71,"KABUPATEN MALUKU TENGGARA",
71,"KABUPATEN KEPULAUAN TANIMBAR",
71,"KABUPATEN BURU",
71,"KABUPATEN SERAM BAGIAN TIMUR",
71,"KABUPATEN SERAM BAGIAN BARAT",
71,"KABUPATEN KEPULAUAN ARU",
71,"KABUPATEN MALUKU BARAT DAYA",
71,"KABUPATEN BURU SELATAN",
71,"KOTA AMBON",
71,"KOTA TUAL",
72,"KABUPATEN HALMAHERA BARAT",
72,"KABUPATEN HALMAHERA TENGAH",
72,"KABUPATEN HALMAHERA UTARA",
72,"KABUPATEN HALMAHERA SELATAN",
72,"KABUPATEN KEPULAUAN SULA",
72,"KABUPATEN HALMAHERA TIMUR",
72,"KABUPATEN PULAU MOROTAI",
72,"KABUPATEN PULAU TALIABU",
72,"KOTA TERNATE",
72,"KOTA TIDORE KEPULAUAN",
81,"KABUPATEN MERAUKE",
81,"KABUPATEN JAYAWIJAYA",
81,"KABUPATEN JAYAPURA",
81,"KABUPATEN NABIRE",
81,"KABUPATEN KEPULAUAN YAPEN",
81,"KABUPATEN BIAK NUMFOR",
81,"KABUPATEN PUNCAK JAYA",
81,"KABUPATEN PANIAI",
81,"KABUPATEN MIMIKA",
81,"KABUPATEN SARMI",
81,"KABUPATEN KEEROM",
81,"KABUPATEN PEGUNUNGAN BINTANG",
81,"KABUPATEN YAHUKIMO",
81,"KABUPATEN TOLIKARA",
81,"KABUPATEN WAROPEN",
81,"KABUPATEN BOVEN DIGOEL",
81,"KABUPATEN MAPPI",
81,"KABUPATEN ASMAT",
81,"KABUPATEN SUPIORI",
81,"KABUPATEN MAMBERAMO RAYA",
81,"KABUPATEN MAMBERAMO TENGAH",
81,"KABUPATEN YALIMO",
81,"KABUPATEN LANNY JAYA",
81,"KABUPATEN NDUGA",
81,"KABUPATEN PUNCAK",
81,"KABUPATEN DOGIYAI",
81,"KABUPATEN INTAN JAYA",
81,"KABUPATEN DEIYAI",
81,"KOTA JAYAPURA",
82,"KABUPATEN SORONG",
82,"KABUPATEN MANOKWARI",
82,"KABUPATEN FAK FAK",
82,"KABUPATEN SORONG SELATAN",
82,"KABUPATEN RAJA AMPAT",
82,"KABUPATEN TELUK BINTUNI",
82,"KABUPATEN TELUK WONDAMA",
82,"KABUPATEN KAIMANA",
82,"KABUPATEN TAMBRAUW",
82,"KABUPATEN MAYBRAT",
82,"KABUPATEN MANOKWARI SELATAN",
82,"KABUPATEN PEGUNUNGAN ARFAK",
82,"KOTA SORONG",